iid,aircraft,model,flight_date,damage,airline,dep_airport,origin_state,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag,impact
200193,Airplane,BE-200 KING,9/13/00 0:00,No damage,BUSINESS,LAURENCE G HANSCOM,Massachusetts,Landing Roll,Large,No Cloud,N,0,No,None
202764,Airplane,B-727-200,9/13/00 0:00,No damage,PAN AM,PEASE INTL TRADEPORT,New Hampshire,Take-off run,Small,Some Cloud,Y,0,No,None
206860,Airplane,EMB-145,9/13/00 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),CLEVELAND-HOPKINS INTL ARPT,Ohio,Approach,Small,No Cloud,Y,"2,200",No,None
200625,Airplane,FOKKER F100,9/15/00 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Approach,Small,No Cloud,N,150,No,None
200867,Airplane,SAAB-340,9/16/00 0:00,No damage,AMERICAN EAGLE AIRLINES,FRESNO YOSEMITE INTL,California,Approach,Medium,No Cloud,N,100,No,None
203468,Airplane,BA-41 JETSTR,9/20/00 0:00,No damage,ATLANTIC COAST AIRLINES,UNIVERSITY PARK ARPT,Pennsylvania,Take-off run,Small,Some Cloud,N,0,No,None
200147,Airplane,B-767-300,9/20/00 0:00,No damage,DELTA AIR LINES,SALT LAKE CITY INTL,Utah,Approach,Large,No Cloud,N,100,Yes,None
202797,Airplane,B-737-300,9/20/00 0:00,No damage,UNITED AIRLINES,COLORADO SPRINGS MUNICIPAL,Colorado,Landing Roll,Small,Some Cloud,N,0,Yes,None
205344,Airplane,BE-1900,9/21/00 0:00,Damage,EXPRESSJET (CONTINENTAL EXPRS),FORT WAYNE INTL,Indiana,Approach,Large,No Cloud,N,"3,200",No,None
200688,Airplane,DC-9-50,9/24/00 0:00,No damage,HAWAIIAN AIR,HILO INTL ARPT,Hawaii,Approach,Small,No Cloud,N,100,No,None
204695,Airplane,B-737-200,9/26/00 0:00,No damage,DELTA AIR LINES,ORLANDO INTL,Florida,Take-off run,Small,Some Cloud,Y,0,Yes,Precautionary Landing
205168,Airplane,SAAB-340,9/28/00 0:00,No damage,AMERICAN EAGLE AIRLINES,THEODORE FRANCIS GREEN STATE,Rhode Island,Landing Roll,Small,Some Cloud,N,0,No,None
200931,Airplane,BE-1900,9/28/00 0:00,No damage,GREAT LAKES AIRLINES,KEARNEY MUNICIPAL,Nebraska,Approach,Small,Some Cloud,N,"2,500",No,None
213893,Airplane,A-310,9/28/00 0:00,No damage,FEDEX EXPRESS,DETROIT METRO WAYNE COUNTY ARPT,Michigan,Take-off run,Large,No Cloud,Y,0,No,None
206536,Airplane,B-727,9/29/00 0:00,No damage,FEDEX EXPRESS,NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Medium,No Cloud,N,"1,400",No,None
200479,Airplane,B-727-200,10/1/00 0:00,No damage,AMERICAN AIRLINES,TOCUMEN INTL,N/A,Approach,Small,Some Cloud,Y,150,No,None
214147,Airplane,FOKKER F100,10/2/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Medium,No Cloud,N,20,No,None
202348,Airplane,CL-RJ100/200,10/3/00 0:00,No damage,ATLANTIC COAST AIRLINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Small,No Cloud,Y,100,No,None
200048,Airplane,CITATION II,10/4/00 0:00,No damage,BUSINESS,NASHVILLE INTL,Tennessee,Approach,Small,No Cloud,N,"2,000",No,None
200403,Airplane,A-320,10/5/00 0:00,No damage,UNITED AIRLINES,LOGAN INTL,Massachusetts,Take-off run,Small,Overcast,Y,0,No,None
202758,Airplane,C-560,10/5/00 0:00,No damage,BUSINESS,BURKE LAKEFRONT,Ohio,Landing Roll,Medium,Overcast,Y,0,No,None
204244,Airplane,FOKKER F100,10/6/00 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Medium,Some Cloud,Y,400,No,None
201960,Airplane,CL-RJ100/200,10/9/00 0:00,No damage,COMAIR AIRLINES,DETROIT METRO WAYNE COUNTY ARPT,Michigan,Approach,Small,No Cloud,N,300,No,None
206581,Airplane,EMB-110,10/10/00 0:00,No damage,GREAT LAKES AIRLINES,WATERLOO REGIONAL ARPT,Iowa,Take-off run,Small,No Cloud,Y,0,No,None
205661,Airplane,B-737,10/13/00 0:00,No damage,VANGUARD AIRLINES,KANSAS CITY INTL,Missouri,Landing Roll,Small,Some Cloud,Y,0,Yes,None
204994,Airplane,B-727,10/14/00 0:00,Damage,AMERICAN AIRLINES,SANTO DOMINGO/LAS AM,N/A,Climb,Medium,No Cloud,N,10,No,None
208027,Airplane,B-737-700,10/15/00 0:00,Damage,SOUTHWEST AIRLINES,ALBANY INTL,New York,Take-off run,Medium,No Cloud,N,0,Yes,Precautionary Landing
200477,Airplane,B-767-400,10/15/00 0:00,Damage,DELTA AIR LINES,FORT LAUDERDALE/HOLLYWOOD INTL,Florida,Approach,Medium,No Cloud,N,"1,500",Yes,None
205270,Airplane,DA-10 FALCON,10/16/00 0:00,No damage,BUSINESS,LOUISVILLE INTL ARPT,Kentucky,Approach,Small,Overcast,N,200,No,None
206599,Airplane,SAAB-340,10/16/00 0:00,No damage,AMERICAN EAGLE AIRLINES,LOGAN INTL,Massachusetts,Take-off run,Small,Overcast,Y,0,No,Aborted Take-off
204605,Airplane,B-757-200,10/19/00 0:00,No damage,DELTA AIR LINES,PALM BEACH INTL,Florida,Climb,Medium,No Cloud,N,"3,400",Yes,None
209019,Airplane,EMB-145,10/20/00 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),DALLAS LOVE FIELD ARPT,Texas,Approach,Small,Overcast,N,250,No,None
203507,Airplane,DHC8 DASH 8,10/22/00 0:00,No damage,CCAIR,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Approach,Medium,No Cloud,Y,"2,000",No,None
206675,Airplane,C-208,10/24/00 0:00,No damage,BUSINESS,SACRAMENTO INTL,California,Climb,Large,No Cloud,N,"1,000",No,Precautionary Landing
208274,Airplane,A-300,10/25/00 0:00,No damage,ASTAR AIR CARGO,JOHN F KENNEDY INTL,New York,Take-off run,Medium,No Cloud,N,0,No,None
205535,Airplane,B-727,10/30/00 0:00,No damage,DELTA AIR LINES,MEMPHIS INTL,Tennessee,Climb,Small,Overcast,Y,50,No,None
204007,Airplane,CL-RJ100/200,10/31/00 0:00,No damage,COMAIR AIRLINES,BUFFALO-NIAGARA INTL,New York,Take-off run,Small,No Cloud,N,0,No,None
203497,Airplane,BA-31 JETSTR,11/1/00 0:00,No damage,BUSINESS,PEASE INTL TRADEPORT,New Hampshire,Take-off run,Small,Some Cloud,Y,0,No,Precautionary Landing
204236,Airplane,EMB-145,11/2/00 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),CLEVELAND-HOPKINS INTL ARPT,Ohio,Approach,Small,Some Cloud,N,"3,500",No,None
205876,Airplane,IAI-1124,11/5/00 0:00,No damage,BUSINESS,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Take-off run,Small,Overcast,Y,0,No,None
204191,Airplane,EMB-120,11/5/00 0:00,Damage,SKYWEST AIRLINES,SACRAMENTO INTL,California,Approach,Medium,No Cloud,Y,"2,000",No,None
204441,Airplane,A-319,11/6/00 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Approach,Small,No Cloud,N,"4,000",No,None
206406,Airplane,B-737-300,11/7/00 0:00,No damage,CONTINENTAL AIRLINES,ATLANTA INTL,Georgia,Approach,Large,Overcast,N,50,Yes,None
203254,Airplane,DC-9,11/7/00 0:00,No damage,NORTHWEST AIRLINES,AUSTIN STRAUBEL INTL,Wisconsin,Take-off run,Small,Overcast,N,0,No,None
206018,Airplane,PA-31T CHEYENNE II,11/8/00 0:00,Damage,GOVERNMENT,DES MOINES INTL,Iowa,Descent,Medium,Overcast,Y,"9,000",No,None
208957,Airplane,DA-50 FALCON,11/8/00 0:00,No damage,BUSINESS,WAUKEGAN REGIONAL ARPT,Illinois,Take-off run,Small,No Cloud,N,0,No,None
200641,Airplane,B-737-200,11/11/00 0:00,No damage,FRONTIER AIRLINES,DENVER INTL AIRPORT,Colorado,Approach,Small,Overcast,N,20,Yes,None
206414,Airplane,RKWLTRBO 690,11/12/00 0:00,No damage,BUSINESS,BIRMINGHAM-SHUTTLESWORTH INTL,Alabama,Climb,Small,No Cloud,Y,50,No,None
205559,Airplane,B-737-400,11/12/00 0:00,No damage,US AIRWAYS,LOGAN INTL,Massachusetts,Landing Roll,Small,No Cloud,N,0,Yes,None
208033,Airplane,SAAB-340,11/13/00 0:00,Damage,MESABA AIRLINES,MINNEAPOLIS-ST PAUL INTL,Minnesota,Climb,Large,Overcast,N,"1,800",No,Precautionary Landing
5401,Airplane,B-52H,11/13/00 0:00,No damage,MILITARY,BARKSDALE AIR FORCE BASE ARPT,Louisiana,Approach,Small,No Cloud,Y,500,No,None
203050,Airplane,MD-80,11/15/00 0:00,No damage,US AIRWAYS,LOGAN INTL,Massachusetts,Climb,Small,No Cloud,Y,100,No,None
208821,Airplane,B-727,11/16/00 0:00,No damage,DELTA AIR LINES,LAGUARDIA NY,New York,Climb,Small,No Cloud,N,400,No,None
202477,Airplane,B-767-300,11/16/00 0:00,Damage,DELTA AIR LINES,PALM BEACH INTL,Florida,Climb,Large,No Cloud,Y,400,Yes,Precautionary Landing
206885,Airplane,A-319,11/19/00 0:00,No damage,US AIRWAYS,RONALD REAGAN WASHINGTON NATL,DC,Approach,Small,Overcast,Y,25,No,None
205078,Airplane,B-737-300,11/24/00 0:00,No damage,UNITED AIRLINES,SAN FRANCISCO INTL ARPT,California,Landing Roll,Small,Overcast,N,0,Yes,None
4978,Airplane,C-17A,11/29/00 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Approach,Medium,No Cloud,Y,"1,600",No,None
208354,Airplane,B-757-200,12/1/00 0:00,No damage,NATIONAL AIRLINES,JOHN F KENNEDY INTL,New York,Take-off run,Small,No Cloud,N,0,Yes,Aborted Take-off
205670,Airplane,C-560,12/5/00 0:00,No damage,BUSINESS,LOVELL FIELD ARPT,Tennessee,Climb,Medium,Some Cloud,N,30,No,None
200949,Airplane,FOKKER F100,12/9/00 0:00,No damage,AMERICAN AIRLINES,JAMES M COX DAYTON INTL,Ohio,Landing Roll,Medium,No Cloud,N,0,No,None
4964,Airplane,B-52H,12/12/00 0:00,Damage,MILITARY,BARKSDALE AIR FORCE BASE ARPT,Louisiana,Climb,Medium,No Cloud,Y,500,No,Precautionary Landing
205109,Airplane,CL-RJ100/200,12/13/00 0:00,Damage,COMAIR AIRLINES,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,Kentucky,Climb,Medium,Overcast,N,400,No,Precautionary Landing
205904,Airplane,B-737-400,12/14/00 0:00,Damage,ALASKA AIRLINES,VANCOUVER INTL,British Columbia,Approach,Large,Some Cloud,N,50,Yes,None
209896,Airplane,CL-RJ100/200,12/24/00 0:00,No damage,COMAIR AIRLINES,LEHIGH VALLEY INTL,Pennsylvania,Landing Roll,Large,Some Cloud,N,0,No,None
203784,Airplane,SAAB-340,12/25/00 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Medium,Overcast,N,0,No,None
209050,Airplane,MD-82,12/26/00 0:00,No damage,ALASKA AIRLINES,PUERTO VALLARTA,N/A,Approach,Medium,No Cloud,N,500,No,None
201316,Airplane,CL-RJ100/200,12/29/00 0:00,No damage,SKYWEST AIRLINES,ALBUQUERQUE INTL,New Mexico,Climb,Small,No Cloud,N,20,No,None
204637,Airplane,DC-9-30,1/2/01 0:00,No damage,US AIRWAYS,NEWARK LIBERTY INTL ARPT,New Jersey,Take-off run,Small,No Cloud,N,0,No,None
207692,Airplane,B-757-200,1/5/01 0:00,Damage,AVIANCA,MIAMI INTL,Florida,Climb,Large,Some Cloud,Y,100,Yes,Engine Shut Down
206418,Airplane,A-320,1/10/01 0:00,No damage,AMERICA WEST AIRLINES,RONALD REAGAN WASHINGTON NATL,DC,Approach,Medium,No Cloud,N,"1,400",No,None
201929,Airplane,EMB-120,1/13/01 0:00,No damage,SKYWEST AIRLINES,JOSLIN FIELD - MAGIC VALLEY REGIONAL,Idaho,Landing Roll,Small,Overcast,N,0,No,None
207669,Airplane,DORNIER 328,1/14/01 0:00,No damage,PSA AIRLINES,GREATER PITTSBURGH,Pennsylvania,Approach,Medium,Some Cloud,N,200,No,None
209401,Airplane,LEARJET-60,1/14/01 0:00,Damage,BUSINESS,TROY MUNICIPAL ARPT,Alabama,Landing Roll,Large,No Cloud,N,0,No,Other
205491,Airplane,DC-9-50,1/15/01 0:00,No damage,HAWAIIAN AIR,LIHUE ARPT,Hawaii,Approach,Small,Some Cloud,Y,50,No,None
203661,Airplane,B-737-700,1/15/01 0:00,No damage,SOUTHWEST AIRLINES,SACRAMENTO INTL,California,Landing Roll,Small,No Cloud,Y,0,Yes,None
207968,Airplane,B-767,1/16/01 0:00,No damage,UPS AIRLINES,METRO OAKLAND INTL,California,Approach,Medium,No Cloud,Y,200,Yes,None
207182,Airplane,DC-9-50,1/16/01 0:00,No damage,HAWAIIAN AIR,LIHUE ARPT,Hawaii,Take-off run,Small,Some Cloud,Y,0,No,None
5026,Airplane,AT-38B,1/16/01 0:00,No damage,MILITARY,SHEPPARD AIR FORCE BASE,Texas,Climb,Medium,Some Cloud,Y,800,No,Precautionary Landing
210048,Airplane,B-737-300,1/17/01 0:00,No damage,SOUTHWEST AIRLINES,SACRAMENTO INTL,California,Climb,Medium,No Cloud,Y,"2,000",Yes,None
207068,Airplane,B-737-300,1/19/01 0:00,No damage,US AIRWAYS,RONALD REAGAN WASHINGTON NATL,DC,Approach,Medium,Overcast,Y,100,Yes,None
200510,Airplane,BA-146,1/23/01 0:00,No damage,MESABA AIRLINES,JACKSON EVERS INTL,Mississippi,Approach,Small,Some Cloud,Y,100,No,None
212461,Airplane,B-737-300,1/24/01 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Approach,Small,No Cloud,Y,50,Yes,None
4469,Airplane,C-17A,1/28/01 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Approach,Medium,No Cloud,Y,400,No,None
212906,Airplane,CL-RJ100/200,1/29/01 0:00,No damage,SKYWEST AIRLINES,SALT LAKE CITY INTL,Utah,Landing Roll,Small,Some Cloud,Y,0,No,None
207835,Airplane,MD-82,2/2/01 0:00,No damage,AMERICAN AIRLINES,NEW ORLEANS INTL,Louisiana,Approach,Small,Overcast,N,200,No,None
203883,Airplane,DC-9-30,2/2/01 0:00,Damage,TRANS WORLD AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Approach,Medium,No Cloud,Y,10,No,None
200567,Airplane,B-777-200,2/6/01 0:00,No damage,AMERICAN AIRLINES,MINISTRO PISTARINI,N/A,Approach,Medium,No Cloud,N,100,No,None
5245,Airplane,C-17A,2/7/01 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Take-off run,Medium,No Cloud,Y,0,No,None
203066,Airplane,B-737,2/8/01 0:00,No damage,ALASKA AIRLINES,METRO OAKLAND INTL,California,Approach,Medium,No Cloud,Y,100,Yes,None
207360,Airplane,PA-28,2/9/01 0:00,Damage,BUSINESS,BRACKETT FIELD ARPT,California,Climb,Large,Some Cloud,Y,"1,000",No,None
206621,Airplane,DC-9-50,2/10/01 0:00,No damage,HAWAIIAN AIR,LIHUE ARPT,Hawaii,Take-off run,Small,Overcast,Y,0,No,None
204178,Airplane,RKWL SABRLNR,2/12/01 0:00,No damage,BUSINESS,SALT LAKE CITY INTL,Utah,Landing Roll,Small,Overcast,Y,0,No,None
209773,Airplane,CL-601/604,2/14/01 0:00,No damage,BUSINESS,PEASE INTL TRADEPORT,New Hampshire,Landing Roll,Small,Some Cloud,Y,0,No,None
202780,Airplane,MD-82,2/20/01 0:00,No damage,AMERICAN AIRLINES,HOUSTON-HOBBY,Texas,Approach,Small,Some Cloud,N,400,No,None
206163,Airplane,DC-9-50,2/27/01 0:00,No damage,HAWAIIAN AIR,LIHUE ARPT,Hawaii,Landing Roll,Small,Some Cloud,Y,0,No,None
206943,Airplane,B-737-300,2/27/01 0:00,Damage,FRONTIER AIRLINES,DENVER INTL AIRPORT,Colorado,Approach,Large,Some Cloud,N,300,Yes,None
210557,Airplane,B-737-800,3/3/01 0:00,No damage,CONTINENTAL AIRLINES,GEORGE BUSH INTERCONTINENTAL,Texas,Landing Roll,Small,Overcast,Y,0,Yes,None
6955,Airplane,T-38A,3/5/01 0:00,No damage,MILITARY,SHEPPARD AIR FORCE BASE,Texas,Approach,Medium,No Cloud,Y,"1,800",No,Precautionary Landing
210390,Airplane,B-767-400,3/6/01 0:00,No damage,DELTA AIR LINES,ORLANDO INTL,Florida,Approach,Small,No Cloud,Y,200,Yes,None
209544,Airplane,B-737-400,3/6/01 0:00,Damage,ALASKA AIRLINES,METRO OAKLAND INTL,California,Climb,Medium,Some Cloud,Y,"8,000",Yes,Precautionary Landing
209264,Airplane,AVRO RJ 85,3/7/01 0:00,Damage,MESABA AIRLINES,MEMPHIS INTL,Tennessee,Climb,Medium,No Cloud,Y,"1,000",No,None
205481,Airplane,A-319,3/9/01 0:00,Damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Take-off run,Medium,Some Cloud,N,0,No,Precautionary Landing
201737,Airplane,B-737-700,3/10/01 0:00,No damage,SOUTHWEST AIRLINES,ALBANY INTL,New York,Take-off run,Small,No Cloud,N,0,Yes,None
208492,Airplane,FOKKER F100,3/11/01 0:00,No damage,US AIRWAYS,ALBANY INTL,New York,Landing Roll,Small,Some Cloud,N,0,No,None
206240,Airplane,B-737-200,3/12/01 0:00,No damage,US AIRWAYS,LAGUARDIA NY,New York,Climb,Medium,Overcast,N,"1,200",Yes,None
206239,Airplane,FOKKER F100,3/12/01 0:00,Damage,AMERICAN AIRLINES,GEORGE BUSH INTERCONTINENTAL,Texas,Approach,Large,Some Cloud,N,"2,000",No,None
206706,Airplane,LEARJET-35,3/18/01 0:00,Damage,BUSINESS,RENTON MUNICIPAL ARPT,Washington,Landing Roll,Large,Overcast,N,0,No,None
205030,Airplane,DA-10 FALCON,3/20/01 0:00,Damage,BUSINESS,THE EASTERN IOWA ARPT,Iowa,Approach,Medium,Some Cloud,Y,"1,000",No,None
200321,Airplane,CL-RJ100/200,3/23/01 0:00,No damage,MESA AIRLINES,DES MOINES INTL,Iowa,Climb,Medium,No Cloud,N,200,No,None
211303,Airplane,A-319,3/25/01 0:00,No damage,AIR CANADA,WASHINGTON DULLES INTL ARPT,DC,Approach,Small,No Cloud,N,"1,200",No,None
202798,Airplane,IAI-1124,3/28/01 0:00,No damage,PRIVATELY OWNED,NORTH BEND MUNICIPAL,Oregon,Approach,Large,Overcast,N,55,No,None
210599,Airplane,B-757-200,4/5/01 0:00,No damage,CONTINENTAL AIRLINES,GEORGE BUSH INTERCONTINENTAL,Texas,Approach,Small,Overcast,Y,100,Yes,None
206608,Airplane,A-320,4/13/01 0:00,Damage,AMERICA WEST AIRLINES,ATLANTA INTL,Georgia,Take-off run,Medium,Some Cloud,N,0,No,Precautionary Landing
210461,Airplane,BA-31 JETSTR,4/14/01 0:00,No damage,ATLANTIC COAST AIRLINES,HARRISBURG INTL,Pennsylvania,Landing Roll,Medium,No Cloud,Y,0,No,None
207300,Airplane,B-757-200,4/16/01 0:00,No damage,DELTA AIR LINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Medium,Overcast,N,20,Yes,None
209266,Airplane,EMB-120,4/16/01 0:00,No damage,SKYWEST AIRLINES,SANTA BARBARA MUNICIPAL,California,Approach,Medium,No Cloud,N,200,No,None
203023,Airplane,BE-1900,4/20/01 0:00,No damage,AIR MIDWEST,KANSAS CITY INTL,Missouri,Approach,Small,Some Cloud,N,50,No,None
212723,Airplane,B-757-200,4/23/01 0:00,No damage,UPS AIRLINES,BRADLEY INTL,Connecticut,Approach,Medium,No Cloud,N,"1,500",Yes,None
208857,Airplane,B-737-200,4/29/01 0:00,No damage,DELTA AIR LINES,INDIANAPOLIS INTL,Indiana,Climb,Small,No Cloud,N,10,Yes,Precautionary Landing
209813,Airplane,SAAB-340,4/30/01 0:00,Damage,AMERICAN EAGLE AIRLINES,GREATER ROCHESTER INTL,New York,Landing Roll,Medium,Some Cloud,N,0,No,None
211775,Airplane,A-319,5/3/01 0:00,Damage,US AIRWAYS,SAN DIEGO INTL,California,Climb,Medium,No Cloud,N,700,No,Precautionary Landing
203423,Airplane,SHORTS 360,5/12/01 0:00,No damage,AIR CARGO CARRIERS,YEAGER ARPT,West Virginia,Landing Roll,Large,Overcast,Y,0,No,None
209113,Airplane,B-727,5/14/01 0:00,No damage,DELTA AIR LINES,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,Kentucky,Approach,Small,No Cloud,N,20,No,None
206021,Airplane,DC-8-70,5/18/01 0:00,No damage,EMERY WORLDWIDE,JAMES M COX DAYTON INTL,Ohio,Approach,Small,Some Cloud,N,"2,000",No,None
210343,Airplane,BE-200 KING,5/19/01 0:00,No damage,BUSINESS,YEAGER ARPT,West Virginia,Take-off run,Small,Overcast,Y,0,No,None
3504,Airplane,B-52H,5/23/01 0:00,No damage,MILITARY,BARKSDALE AIR FORCE BASE ARPT,Louisiana,Approach,Medium,No Cloud,Y,"1,800",No,Precautionary Landing
207259,Airplane,B-727-200,5/28/01 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,No Cloud,N,0,No,None
205603,Airplane,B-737-300,5/28/01 0:00,No damage,SOUTHWEST AIRLINES,CHICAGO MIDWAY INTL ARPT,Illinois,Climb,Medium,Overcast,Y,50,Yes,None
210658,Airplane,SAAB-340,5/31/01 0:00,No damage,MESABA AIRLINES,TOLEDO EXPRESS ARPT,Ohio,Climb,Large,No Cloud,Y,700,No,None
210055,Airplane,CL-RJ100/200,6/3/01 0:00,No damage,SKYWEST AIRLINES,SALT LAKE CITY INTL,Utah,Climb,Medium,Overcast,N,200,No,Precautionary Landing
207077,Airplane,B-727-200,6/7/01 0:00,No damage,NORTHWEST AIRLINES,DETROIT METRO WAYNE COUNTY ARPT,Michigan,Landing Roll,Medium,No Cloud,Y,0,No,None
207563,Airplane,A-300,6/8/01 0:00,Damage,UPS AIRLINES,NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Large,No Cloud,Y,150,No,None
214259,Airplane,MD-82,6/10/01 0:00,No damage,US AIRWAYS,SAVANNAH INTL,Georgia,Take-off run,Small,Overcast,Y,0,No,None
209020,Airplane,B-737-200,6/11/01 0:00,No damage,ALOHA AIRLINES,HILO INTL ARPT,Hawaii,Take-off run,Small,Some Cloud,N,0,Yes,None
208151,Airplane,A-310,6/11/01 0:00,No damage,FEDEX EXPRESS,CHARLES DE GAULLE,N/A,Approach,Small,Some Cloud,N,200,No,None
205386,Airplane,B-737-200,6/13/01 0:00,Damage,US AIRWAYS,ORLANDO INTL,Florida,Take-off run,Small,Some Cloud,Y,0,Yes,Aborted Take-off
208558,Airplane,HAWKER 800,6/14/01 0:00,No damage,BUSINESS,ARDMORE MUNICIPAL,Oklahoma,Landing Roll,Small,Overcast,N,0,No,None
6465,Airplane,C-17A,6/14/01 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Take-off run,Small,No Cloud,Y,0,No,None
209067,Airplane,C-172,6/15/01 0:00,No damage,BUSINESS,SAVANNAH INTL,Georgia,Approach,Small,Some Cloud,Y,50,No,None
203413,Airplane,PILATUS PC12,6/18/01 0:00,Damage,BUSINESS,SALT LAKE CITY INTL,Utah,Approach,Medium,No Cloud,Y,700,No,None
209857,Airplane,B-757-200,6/21/01 0:00,No damage,CONTINENTAL AIRLINES,TED STEVENS ANCHORAGE INTL,Alaska,Climb,Medium,Some Cloud,N,"1,500",Yes,None
209348,Airplane,B-737-200,6/27/01 0:00,No damage,ALOHA AIRLINES,LIHUE ARPT,Hawaii,Landing Roll,Small,Some Cloud,Y,0,Yes,None
206976,Airplane,MD-88,6/30/01 0:00,No damage,DELTA AIR LINES,SARASOTA-BRADENTON,Florida,Take-off run,Small,Some Cloud,N,0,No,None
4090,Airplane,C-17A,7/2/01 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Climb,Medium,Some Cloud,Y,50,No,Precautionary Landing
201413,Airplane,FOKKER F100,7/4/01 0:00,No damage,US AIRWAYS,SAVANNAH INTL,Georgia,Landing Roll,Medium,No Cloud,Y,0,No,None
209394,Airplane,FOKKER F100,7/4/01 0:00,No damage,AMERICAN AIRLINES,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL,Quebec,Climb,Small,No Cloud,N,30,No,None
4465,Airplane,C-21A,7/7/01 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Climb,Medium,No Cloud,Y,0,No,Aborted Take-off
4091,Airplane,C-21A,7/7/01 0:00,No damage,MILITARY,CHARLESTON AFB/INTL ARPT,South Carolina,Take-off run,Medium,Some Cloud,Y,0,No,Aborted Take-off
207392,Airplane,CL-RJ100/200,7/8/01 0:00,No damage,COMAIR AIRLINES,TALLAHASSEE REGIONAL,Florida,Landing Roll,Medium,No Cloud,Y,0,No,None
215844,Airplane,B-737-200,7/9/01 0:00,No damage,ALASKA AIRLINES,UNALASKA ARPT,Alaska,Approach,Large,Overcast,N,25,Yes,None
213309,Airplane,BA-31 JETSTR,7/9/01 0:00,No damage,ATLANTIC COAST AIRLINES,WASHINGTON DULLES INTL ARPT,DC,Approach,Small,No Cloud,N,10,No,None
206794,Airplane,MD-80,7/10/01 0:00,No damage,DELTA AIR LINES,LOUISVILLE INTL ARPT,Kentucky,Climb,Medium,Some Cloud,Y,50,No,None
212204,Airplane,C-208,7/11/01 0:00,No damage,MID-ATLANTIC FREIGHT,PENSACOLA REGIONAL,Florida,Approach,Small,Some Cloud,N,50,No,None
208170,Airplane,CL-600,7/11/01 0:00,Damage,BUSINESS,NEW CASTLE COUNTY,Delaware,Approach,Medium,Some Cloud,N,"1,000",No,None
203106,Airplane,DC-9,7/12/01 0:00,No damage,NORTHWEST AIRLINES,HARRISBURG INTL,Pennsylvania,Landing Roll,Small,Some Cloud,N,0,No,None
210876,Airplane,DA-900,7/12/01 0:00,Damage,BUSINESS,FULTON COUNTY ARPT - BROWN FIELD,Georgia,Climb,Small,No Cloud,N,10,No,None
209578,Airplane,SAAB-340,7/14/01 0:00,No damage,PINNACLE,GOLDEN TRIANGLE REGIONAL,Mississippi,Take-off run,Small,No Cloud,N,0,No,Aborted Take-off
207269,Airplane,EMB-145,7/14/01 0:00,No damage,AMERICAN EAGLE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,Some Cloud,Y,"1,000",No,None
209885,Airplane,MD-83,7/16/01 0:00,No damage,TRANS WORLD AIRLINES,BRADLEY INTL,Connecticut,Climb,Small,No Cloud,Y,50,No,None
206460,Airplane,B-737-200,7/16/01 0:00,No damage,ALOHA AIRLINES,LIHUE ARPT,Hawaii,Approach,Small,Some Cloud,Y,50,Yes,None
209112,Airplane,FOKKER F100,7/23/01 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Small,No Cloud,N,30,No,None
208038,Airplane,C-560,7/24/01 0:00,No damage,EXECUTIVE JET AVIATION,PORT COLUMBUS INTL,Ohio,Take-off run,Small,Some Cloud,Y,0,No,Aborted Take-off
